review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,laguage_code,country_code
7993024e-c837-4c61-a577-affa5a57d8c5,Kyleigh Macdonald,,"Great app, been using ot for a few years now and never had any issues. East to use and easy to sync passwords to each device.",5,0,8/25/2023 2:37,"We're always working hard to improve the app. Thanks for your download and feedback.
",8/25/2023 9:12,23.02.25000,en,us
1f439183-a0f3-40bd-ae69-a76ff1e879ff,Rhum “EMjhay” Roque,,Good,3,0,8/8/2023 14:37,Is there anything that we can do to rate us 5 stars ✨. Let us know if we can help you with something 🙂,10/28/2023 12:35,23.02.25000,en,us
1d5409c3-372a-4c49-9583-301a13bb79bb,Felicia,,"I've been using this app for years, and I absolutely love it. I love that we can finally send a backup to another source, so I don't have to keep downloading it and adding my passwords every time I switch phones.",5,9,7/25/2023 17:53,"We're always working hard to improve the app. Thanks for your download and feedback.
",7/25/2023 22:44,23.02.25000,en,us
302564a8-15db-413d-a166-e9286de1efd3,Herbert Pearson,,Easy to use. Great having to remember only one password. It needs to have more categories for easier queries.,4,3,7/23/2023 20:11,We appreciate your feedback and support. Thank you 🙏,10/28/2023 12:36,23.02.25000,en,us
99df5404-b4e4-4a06-aa5c-382a667d65bf,Roniel Cano,,Love your app😘😘😘😘,5,0,7/16/2023 2:08,"Dear friend, we are really glad that you like our product. Your support and voice are very important to us.",10/28/2023 12:37,23.02.25000,en,us
d311db8e-a04a-48ea-9307-91fe7c91b868,johnny ride,,Faina aplicația. E simplă și are tot ce am nevoie. Imi place că pot sa pun icoane personalizate si ca am auto backup,5,0,7/11/2023 13:21,,,23.02.25000,en,us
7377d064-c17b-422a-8da3-7d42a175f289,Kenneth Dacus,,Very good,5,0,6/30/2023 21:07,We appreciate your feedback and support. Thank you 🙏,10/28/2023 12:37,23.02.25000,en,us
e62c5618-3d5e-4c38-8495-710b8f948ef6,Ms. C,,Great app. Nice to have: Copy and paste without edit or direct auto fill of password.,5,5,6/17/2023 13:05,,,23.02.25000,en,us
ae1fa209-e345-4e10-8dab-3d3c85bc3ac5,SpeakMyMind TellTheTruth,,Love this application,5,0,5/29/2023 20:39,Thank you for your support,5/29/2023 20:50,18.0.0,en,us
8eb79704-0fe1-4e0e-b15d-87a0614f6141,Marie Barajas,,I downloaded this app so I wouldn't have to guess and make up one!! The very first thing I have to do with this when I open it is MAKE UP A PASSWORD!!!,1,1,4/28/2023 10:35,Are you still using the app? 😇 Let us know how we can help 🙂,10/28/2023 12:42,,en,us
9b655e5c-ed7b-42b8-a777-b1db85a028d7,Amarjit Singh,,Excellent,5,0,4/22/2023 2:21,We appreciate your feedback and support. Thank you 🙏,10/28/2023 12:43,23.02.25000,en,us
7227c565-6380-4bab-a185-9e75b175fba1,Melissa Bryant,,"Been using for several years and I still love it!!! Easy to use, convenient, it's exactly what I needed one place to put all those irritating passwords that have to be changed every time I turn around. --- One app that hasn't changed in a long list of installs and uninstalled...this has stood the test of time.",5,5,2/28/2023 21:28,"We're always working hard to improve the app. Thanks for your download and feedback.
",3/1/2023 2:07,23.02.25000,en,us
dda87238-d4c4-4463-8d31-f8f76b81edee,Sadman Shoumik Ahmed,,"Hello, can you please tell me how to recover the login password...I am totally locked out as I cant login and access other passwords. Thanks great work.",5,2,1/7/2023 21:34,Thank you for downloading our app. We would love to help you with this issue. Please write to us at support@managerpass.com so that we can help you.,1/5/2023 20:03,22.12.24000,en,us
7df89e33-4fc1-4d36-9038-c726cea4f66a,mofinela N,,"Easy, user friendly & what i like the most, backup files can be saved in various ways",5,1,1/2/2023 5:50,Thank you so much for your review!,1/3/2023 0:29,,en,us
34b63e1b-d877-422d-b642-da50984cc4cc,Mary Knauf,,Great for saving password,5,0,12/29/2022 23:29,"We're always working hard to improve the app. Thanks for your download and feedback.
",12/30/2022 12:28,22.12.24000,en,us
72bd8e04-fb56-4626-a3fc-a17e83bf5e2a,Ped Pedrick,,The initial problem of downloading my backup has been resolved though had a few issues that I managed to sort So I wanted a paper print out as I want to review and change some passwords but what used to be a 6 page print out is now 28+ pages as the conversion to PDF includes all the tags several times over plus some other data it did not used to this happens on both phones so is not a phone issue. Otherwise I am impressed get this bug squashed and I will buy the full version.,3,10,12/28/2022 18:38,"We have fixed the issue with the PDF export. In the latest version of the app, the PDF export does not include the tags anymore. We thank you for your feedback and support.",1/9/2023 0:16,22.12.24000,en,us
5f06fefc-907d-4294-994d-bceed8c7c2e0,Rach,,Super useful! Not a single complain at all.,5,0,12/27/2022 11:19,Thank you for your support,12/28/2022 18:40,22.12.18000,en,us
6822fb8c-3a28-4a64-ab5f-d0923c0626aa,Denise Ralls-Gaines,,Great,5,0,12/19/2022 0:59,"We're always working hard to improve the app. Thanks for your download and feedback.
",12/21/2022 12:53,22.11.23001,en,us
64c3ce2e-ea60-4b23-ac4e-dd9a43035c12,Virginia Whitehead,,Really useful,5,0,12/9/2022 16:09,"We're always working hard to improve the app. Thanks for your download and feedback.
",12/10/2022 16:27,22.11.23001,en,us
f15534a2-1576-413c-b144-45596bc4feac,Amy Norred,,Fantastic!,5,0,12/8/2022 21:48,Glad you like it! :),12/10/2022 16:27,22.11.23001,en,us
7d64e4c2-e730-4976-b0ae-2555d64c6f38,Gloria Dixon,,"The update threw me for a loop, but otherwise this app is a lifesaver.",5,0,12/8/2022 18:55,,,22.11.23001,en,us
33ac1dee-a328-4f0c-adc2-7a7ee7d3afe5,delia alonso,,Do not install this app no support won't even respond to texts installed password option to manager pass it has locked me out after first time using that feature It seems I am stocked Writing this in hope someone sees it and maybe I get help Just discovered have no option to send this review,1,1,12/7/2022 20:05,Have your issues been solved? If the experience with our app has improved can you rate us 5 stars ✨ it will mean the world to us. Thank you 🙏,10/28/2023 13:02,22.11.23001,en,us
be9ecb47-83c9-4687-bd97-b406e27c02b0,Kimberly Langston,,I love this ap. All of my passwords in one place.,4,0,12/5/2022 3:02,"We're always working hard to improve the app. Thanks for your download and feedback.
",12/5/2022 21:12,22.11.23001,en,us
63f04896-4657-4886-8cc0-e87dbe527c84,Martyn Lea,,This app lost all my stored passwords one day it was fi e the next nothing.....,1,0,12/2/2022 18:34,"Have your issues been solved 😞? if there is something that we can do to help you please let us know 🙂
It will mean the world to us if you give us 5 stars, 😇 of course if the experience with our app has improved.
Thank you 🙏 and we are sorry again for the inconvenience that we have caused 🙏",10/28/2023 13:05,22.11.23001,en,us
0b0a1256-eb5c-4c48-9bf1-da2e07ad827c,B. Zhang,,I like it!,5,0,9/26/2022 21:38,,,18.0.0,en,us
5871a746-5c13-47e8-a3aa-12d7d92d971e,V,,EDIT Used for years but now won't back up and no response from reports 😡 Brilliant app... nice clear appearance. Love it that can match icons and make own categories. So useful to have to hand. Thank you xx,2,3,5/31/2022 20:20,All issue have been fixed. Please give it another try. If the experience with our app has improved please give us 5 stars 🤩 it will men the world to us. Thank you 🙏,10/28/2023 13:12,18.0.0,en,us
72085cd9-d0c1-4205-883a-6e9f829e7661,Onja AmpK,,"This is a ""Very Good"" appt for password storage. I use it quite frequent.",5,0,4/7/2022 21:51,,,18.0.0,en,us
201ced7f-6328-44b2-b2ab-cbc8a2d5fd61,Sandra P Rogers (LadySas),,Nice app. Wish I could share the data with my other devices,3,0,4/3/2022 21:51,All issue have been fixed. Please give it another try. If the experience with our app has improved please give us 5 stars 🤩 it will men the world to us. Thank you 🙏,10/28/2023 13:14,18.0.0,en,us
21dd881e-6890-4647-9f68-cb6933a87dd0,Jason Mendoza,,I just started using this app so I'm not going to give it 5 stars yet . But let's see hopefully this one will work out. JMM,3,0,2/25/2022 5:02,"Hi, let us know what we can improve to create a better experience for you! If you like our app please give us 5 stars 🌟 it will help us very much. Thank you 🙏",10/28/2023 13:15,18.0.0,en,us
19c504aa-9098-44bc-8f80-a2465f4d7b5b,Willie bennett,,Great,5,0,2/18/2022 20:49,,,18.0.0,en,us
c1d37bc3-73cb-436b-9283-8640b007f336,Dally Natividad,,Thank you so much ❤️ have a great day,5,1,1/27/2022 21:51,,,,en,us
a812dd8a-9291-4034-a40f-228cf324b6b1,Ranger 13,,Okay so far!🇺🇸🇺🇸 future now greatest thing I've seen 🙌 👏/saved me!!!🇺🇸🇺🇸🐕‍🦺,5,0,1/3/2022 20:10,,,,en,us
7fd56238-57fa-460b-9bb9-959dc79e38dd,Dave Ricard,,. No way to import passwords.,2,0,10/2/2021 19:15,We have a new version which we think you are going to like it. Please give it another try. Thank you 🙏,10/28/2023 13:20,18.0.0,en,us
3348781b-ed1c-447c-8fe0-3f887ec2c5b3,Ankit Malviya,,Saves my all password with just 1 password. I'm using it from a year ago and it's still super useful.,5,6,8/2/2021 10:19,,,18.0.0,en,us
b4a97964-5ec6-48ee-8069-ea69aa952ae8,michelle brereton,,Great app I have used it for years and thankful it does the job well,5,1,4/17/2021 11:35,,,18.0.0,en,us
1f452402-1ff3-45e3-a9a2-b9c09e8b5a87,Isabelle Baelde,,👌,5,0,2/26/2021 7:06,,,18.0.0,en,us
3cba1e68-0ec7-4b25-8fee-0a6631316bf4,Irina Penes,,"Very good application, easy to use",5,1,1/2/2021 17:13,,,18.0.0,en,us
cc890337-30b6-4c55-997d-0f39a33fb32c,Sid Elias,,"Warning do not install. If you ever want to change your phone. App developers are not responding , leaving feedback/issues through the app does not work and backing up or restoring of data is no longer supported",1,19,11/18/2020 17:15,We are very sorry for the issues that you had with the app. We have a new version which we think you are going to like it. Please give it another try. Thank you 🙏. Also if you give us 5 stars it will mean the world to us. 😇,10/28/2023 13:24,18.0.0,en,us
a4f9cf73-88de-426a-93ca-6aa6c353906c,LJ Hooker Colyton St Clair,,"Hi wont restore from my google drive Says "" password manager requires one or more google play services that are not currently available. Please contact the developer for assistance"" I've never had this issue before. Please help, when I try to get help says no internet connection",1,7,11/16/2020 16:25,We are very sorry for the issues that you had with the app. We have a new version which we think you are going to like it. Please give it another try. Thank you 🙏. Also if you give us 5 stars it will mean the world to us. 😇,10/28/2023 13:25,,en,us
d0b23a55-db9a-45b4-96f7-176c10288823,Kabir Hossain,,Good,4,0,9/17/2020 23:58,,,18.0.0,en,us
3a4b58d5-7fe3-47d0-a155-611a9ebf7560,Pong Raksa,,Update App please.,5,0,9/16/2020 6:15,,,18.0.0,en,us
35594743-0b65-4e55-842e-3e2e32e86ac2,Kimberly Carr,,Very helpful app,5,0,9/6/2020 3:46,,,18.0.0,en,us
88b34d21-c249-49c2-9297-8fbafc6887f9,A Google user,,I love this app! It's so easy to use & no complex icons in the password setup features. Still loving it.,5,3,8/19/2020 2:33,,,18.0.0,en,us
17c9797d-ef6a-424c-8665-a986a9b0e112,Abc Pqr,,"I'm having problem to backup all passwords to Google drive. Error message says: password manager requires one or more Google play services. Please contact the deleveloper. I have backed up all passwords to my Google drive several times earlier, but now I can't. Please provide me a solution. Also I tried to use the option ""report an issue"" from the app inside, which too doesn't work saying ""something went wrong, check your internet connection"", although internet was working.",4,31,8/8/2020 1:20,,,18.0.0,en,us
2c9df9ed-439a-4bbc-91b2-149206444621,Joseph S,,Simple to use and effective.,5,0,7/17/2020 16:58,,,18.0.0,en,us
eb2aa81b-e705-4737-8a29-3966c9302df7,Brandi Howay,,Best password app yet!,4,0,6/8/2020 16:41,,,18.0.0,en,us
cf24cfe6-6fa0-4b15-84e2-be241ef0a553,Jarrett Yap,,Works well,5,0,5/4/2020 4:40,,,18.0.0,en,us
ed42d5d7-4ec3-42e6-bde1-1a26b540fa14,A Google user,,"Great app, easy to use",5,0,4/2/2020 8:43,,,18.0.0,en,us
1c738eed-dbcc-474a-b8e2-1e50afa6ee3d,A Google user,,Easy,5,0,3/18/2020 15:26,,,18.0.0,en,us
a9ac33b8-1a1b-41c6-902f-7c03593047fc,A Google user,,I keeps me in order. I love it and have recommend that my daughter use it.,5,2,3/18/2020 0:00,,,18.0.0,en,us
b3ceb31f-2b9e-48a8-819f-c5f19909f6c4,A Google user,,Great app for keeping track of the many password changes to the different apps,5,0,3/12/2020 19:22,,,18.0.0,en,us
7252195c-b0c0-4764-acc1-1e35b4b7576b,A Google user,,This app has been a life saver. Having so many passwords to keep up with can be difficult but this app allows me to keep all of them in one spot.,4,7,2/20/2020 18:43,,,,en,us
687e4935-93ba-454e-bac0-442b188c63b4,A Google user,,I love it,5,0,1/8/2020 23:01,,,18.0.0,en,us
3a81dd9c-36b1-473b-8703-f28fe6efffd2,A Google user,,Great app!,5,0,1/4/2020 7:34,,,18.0.0,en,us
a8d8574a-dd23-4b32-b58e-5a11c2e0799e,A Google user,,It easy and so fare works,5,1,1/3/2020 9:57,,,18.0.0,en,us
76c8e3e3-fec7-4390-be5b-85415075b003,A Google user,,Very good apps,4,0,12/30/2019 16:29,,,18.0.0,en,us
9a17a977-d1cb-49d9-bd48-1ad57cc37444,A Google user,,Just the best,5,0,12/17/2019 16:41,,,18.0.0,en,us
7aada3e2-a836-421a-9e09-412bc195a055,A Google user,,Love this app!!! Just don't forget your password!! It's so well protected your the only one who can open your information .,5,5,12/6/2019 22:05,,,18.0.0,en,us
0e38226c-ba5c-4e2e-93fa-b03d519e872c,A Google user,,good,5,0,11/16/2019 6:29,,,18.0.0,en,us
ffa16d3e-a6ff-4c89-b95c-f0d2b05ed4b1,A Google user,,Excellent app.,5,0,9/29/2019 13:30,,,18.0.0,en,us
42322da2-d48f-454c-b66a-f210a56f12a9,A Google user,,The best password manager I've used so far 😊,5,1,8/21/2019 18:43,,,18.0.0,en,us
51bc3f3e-a922-4f65-99d5-dee38215ee26,A Google user,,Easy to use. Great off-line app.,4,2,6/20/2019 23:12,,,18.0.0,en,us
25c383ef-cf3f-4ecb-a870-e5bd89e32d35,A Google user,,Keeps me organized and avoids pulling my hair out! Recommended by an IT friend.,5,2,6/1/2019 5:16,,,18.0.0,en,us
330ab77c-e04f-4fe4-8a75-cab017309212,A Google user,,Awesome,5,3,6/1/2019 3:13,,,18.0.0,en,us
47aadc96-1598-439d-aba7-8b03104eadf4,A Google user,,Has some Icons. Doesn't have MeWe Social Network icon 🤔. Secure. I'm happy 😊.,5,2,4/28/2019 13:18,,,18.0.0,en,us
144014c2-8a38-4b99-859a-7b5cd13ffd6b,A Google user,,good,4,1,3/25/2019 17:41,,,18.0.0,en,us
d86a4a1a-6077-48ef-accf-0675ca6a4fc7,A Google user,,easy to use,5,2,3/1/2019 10:39,,,18.0.0,en,us
5518e3a4-c32e-4a58-88ad-74b38422e827,A Google user,,Convenient pw storage. Just a master pw to keep app safe. Also backup to cloud drive.,5,5,1/14/2019 7:01,,,18.0.0,en,us
89ea1107-fec1-4b0f-b699-29827cf605fc,A Google user,,"Secure 🔐. Works perfectly. I was able to recover my data after multiple bootloader failures! The only feature I would like to have is, customizable icons - Create my own standard icons. e.g. Specific icons unique to my country.",5,11,12/2/2018 5:40,,,,en,us
94862be6-b778-4bae-b248-88da18f41c36,A Google user,,Easy t manage,5,2,11/30/2018 18:44,,,18.0.0,en,us
4aec16a3-a2ae-48d8-ac00-0667e9073c55,A Google user,,Very good app. I just need to know what happens if I loose my phone? How do get my info back in secure mode??,4,14,11/26/2018 0:21,"Hi Joe,

Thank you for the feedback and support. We recommend you do backup files on your Dropbox or Google Drive account. You can restore your data from those file. If you still have questions please let us know.

Kind Regards,
Support Team",11/26/2018 3:55,18.0.0,en,us
e7f945c6-0658-436e-bfff-006512f6ec90,A Google user,,Great .. I use it all the time !,5,1,10/18/2018 0:43,,,18.0.0,en,us
7fe2eb4e-0cd8-4441-b185-641e1a397e68,A Google user,,"Great app, easy to use. I have no issues",5,2,9/10/2018 7:21,,,18.0.0,en,us
bf75e5c9-20bd-4285-a3b8-6ad43b76a83b,A Google user,,Easy to use. Previously I was able to restore my backup data multiple times due to bootloader failures on my LG-G3. This is a must for all smartphone. I've lost data so many times before. Transferring my data to my current phone was a simple and easy. Excellent job! Thank you so much...Very happy with the new feature. Fingerprint scan is very nice!,5,15,8/31/2018 0:30,,,18.0.0,en,us
38b16f09-b02a-48de-87ce-fd1a389f1872,A Google user,,I really recommend this app.. it's a nice app ever that we could use.. very organized for account to keep your password and email with matching icon that reflects to the account that related to.. so useful and manageable.. its better to organized with style but simply.. I love it!!!!,5,2,8/22/2018 18:06,,,17.0.0,en,us
de7e56af-a0c9-432b-85ab-8483a6082b3c,A Google user,,Is this app available on my laptop?,4,1,8/3/2018 17:57,,,17.0.0,en,us
52632cad-7cc1-4b8e-937a-b7cfef5d838a,A Google user,,"Loved the app for awhile but recently it has wiped all my passwords twice. 
You don't get a third strike with me. Uninstalling because I can't trust 
this app.",1,1,8/1/2018 0:19,"Hi,

Thank you for your support. Your feedback is very important to us.

We want to let you know that the issue with data being removed has been fixed. 
Also we have added fingerprint authentication.
We are very sorry for the inconveniences that we have caused and we hope that you are still using our product.

Regards,
support Team",9/1/2018 1:00,17.0.0,en,us
300da08c-1821-4454-860b-a32371e9664e,A Google user,,"This is the easiest security app I have found. It makes storing passwords 
simple.",5,1,5/2/2018 8:51,,,17.0.0,en,us
7521a973-70e7-47fa-b35d-bac8800e023f,A Google user,,Good quality easy to set up and use,5,1,3/24/2018 4:07,,,17.0.0,en,us
80e63126-58d4-4b1b-83a9-783e8940b47d,A Google user,,Easy to use and handy.,5,2,3/13/2018 19:48,,,17.0.0,en,us
9eb93dbc-7003-437e-9a40-d4c5a698aa51,A Google user,,Love this app! This is my life in one little app,5,1,2/24/2018 8:13,,,17.0.0,en,us
84cf5585-b258-4eb7-880e-5a891b18eb31,A Google user,,Easy to use. Simple storage for passwords. Probably not for everyone. But perfect if you just want a single source for your passwords without all the exotic features.,5,4,2/18/2018 2:38,,,17.0.0,en,us
982ebefa-e8b8-4043-930b-1a340f344374,A Google user,,"I tried MANY apps before I FINALLY found one that was conducive to my needs.  I am not familiar with all of the apps feature, however, I am happy with what I presently see.  I don't want an upgrade to PRO feature as the current is sufficient.  Thanks",5,6,1/24/2018 20:37,,,17.0.0,en,us
27c2dcbc-e827-49b7-83f2-39d90a206617,A Google user,,The app works as advertised.,5,1,1/15/2018 8:30,,,17.0.0,en,us
78669449-84df-40c4-a65e-224a7f1811f2,A Google user,,Not too bad,5,1,1/8/2018 5:40,,,17.0.0,en,us
7715fcf6-c017-4edc-8fc4-d23a9daa6999,A Google user,,"Potentially a great app except for the following points which I could notice in the short period of use: 1. Does not REQUIRE an account - which means if anyone gets access to your phone, they can see your passwords! Unsecure, uhh? 2. Description doesn't give any idea about encryption of your data on the phone! 3. Sync to DropBox/GoogleDrive could be automated!",3,0,12/13/2017 22:54,,,,en,us
0b8d7005-b436-4e72-86a4-1572619289e4,A Google user,,"Does what it's supposed to do, easy to use. Very customizable. Can't find any negatives. Let's hope it stays that way.",5,2,11/19/2017 0:36,,,17.0.0,en,us
8a2b8c3a-d898-4c2a-adf7-764b6575afe4,A Google user,,Love this app. It's so clear and easy to se each password saved.,5,3,11/1/2017 14:26,,,17.0.0,en,us
2a3756d6-43dc-409b-aad9-9400886fcba7,A Google user,,Nice to have my passwords all in one place.,5,7,11/1/2017 4:56,,,17.0.0,en,us
eac3fa63-3bcc-4ef4-8a22-2a64cc81229f,A Google user,,Great app!,5,2,10/21/2017 18:30,,,17.0.0,en,us
e770dfcb-af28-4b19-89c6-d44a63e39934,A Google user,,Works great for my needs.,5,2,9/25/2017 6:59,,,16.0.2,en,us
72f06b2d-fcfa-49b5-9685-ca587167479e,A Google user,,Ok good app...very safe and useful,5,1,9/23/2017 1:26,,,16.0.2,en,us
e990717c-d0a3-48b3-abe9-87cd0a4829b7,A Google user,,Good app. Easy to save all my information. Have been saver many times.,5,2,8/29/2017 20:28,,,16.0.2,en,us
40667adf-3d81-4ffd-9938-626f02740aae,A Google user,,"I like this app, just wish there was some way to recover all my passwords I had before i changed phones. I tried to find a backup and have been unsuccessful.",4,0,8/26/2017 23:43,"Hi Toni,

Thank you for your feedback and support.

If you have created a backup file, be sure to connect to the same account. You can also check the existence of your backup files on your Dropbox/Google Drive account.
If the issue persist, please contact support, we will try to help you recover your data.

Kind Regards,
support Team",8/27/2017 1:33,,en,us
0f0172ba-87ef-4f95-986d-7d697ca6a3a1,A Google user,,Efficient and well designed,5,0,8/1/2017 1:06,,,16.0.2,en,us
cb67f0d3-04b8-4dbd-9676-bf3d2ce31fe7,A Google user,,Good one.,5,1,7/29/2017 19:53,,,16.0.2,en,us
4ad33523-692b-4155-8532-de70516be605,A Google user,,Loving it so far. It was easy to load all my info and I really like the look of it. I gave it a 4 though because it doesn't have an auto lock. You have to log out for it to lock up again. Would love to see this security feature added.,4,4,7/23/2017 22:38,"Hi Gina,

Thank you for your support and feedback.
The auto-lock option is now in development. This will be available in the next release among other new features.
We will inform you when the new release is live.

Kind Regards,
support Team",7/28/2017 1:12,16.0.2,en,us
c1134f24-fbd9-437e-9721-807cf238b30f,A Google user,,Good app that stores my passwords and backup to Google Drive.,4,2,7/23/2017 8:47,,,16.0.2,en,us
7e28ba65-030c-4c9e-a6bb-00771e85b4d5,A Google user,,Love the app,5,1,7/20/2017 12:33,,,16.0.2,en,us
6236ca6d-1e3d-4b43-9425-b9e2ea8a6c40,A Google user,,"When I retrieve stored information from Google drive, it becomes unrecognisable. How can it be possible to retrieve information the same as uploaded?",4,1,7/19/2017 21:06,"Hello,

Thank you for your feedback.
The backup files that are stored on your Google Dive account are encrypted (for security reasons). If the content of a backup file is altered, you will not be able to retrieve the data from that file.

Kind Regards,
support Team",7/20/2017 0:03,16.0.2,en,us
c9cd0cd0-b63f-4831-a8ce-46cac5955754,A Google user,,"While it does not auto-sync, it can store it's data on Google Drive and DropBox, so it can be accessed across all platforms. It also does lack an auto-close feature. Otherwise, a very useful app. I especially like the one click copy to clipboard, very handy! Also has a password generator, way cool! A few small tweeks, and this app would rock!",4,1,7/12/2017 16:49,"Hi Jay,

Thank you for your feedback and for your support.
We want to let you know that the auto lock option and the automatic backup will be available in the next release among other new features.

Kind Regards,
support Team",7/28/2017 1:15,16.0.2,en,us
e87a5f5c-90e4-4143-a933-985086811b4d,A Google user,,"Does what I need it to do. Would like to see some sort of auto close option for app when phone sleeps or shuts down. Other than that, good app",4,2,7/6/2017 5:54,"Hi Janet,

Thank you for your feedback and for your support.
We want to let you know that the auto lock option and the automatic backup will be available in the next release among other new features.
The new version is under development. We will let you know when the new features are available.

Kind Regards,
support Team",7/28/2017 1:18,16.0.2,en,us
3b5c51ea-8263-4839-8626-47df3c1f69ba,A Google user,,Great to store password,4,1,7/2/2017 19:41,,,16.0.2,en,us
84e53c91-91f7-4581-800a-e07ef41bc6b6,A Google user,,Awesome,5,1,6/24/2017 3:19,,,16.0.2,en,us
8d62d61f-b5a5-4c54-8e9c-1f301e8e5ab6,A Google user,,Very 👍 nice app,4,3,6/21/2017 17:03,,,16.0.2,en,us
9abc95be-2575-4e7b-ade7-13b9f0d6f43d,A Google user,,It is easy to use and has a nice screen layout.,5,3,6/18/2017 21:22,,,16.0.2,en,us
7c6d3a53-7ed0-4e51-ae5b-41b1948323ed,A Google user,,Very handy  No problems at all.,5,3,6/10/2017 22:51,,,16.0.2,en,us
d5934474-9ebd-41c5-b35a-052643ea0d78,A Google user,,"Simple and best password manager... Lovely UI and Icons... If the option to add more fields is given, then it can be used for many purposes... Keep up the good work...",5,9,5/31/2017 10:35,,,16.0.2,en,us
9c0c66ed-d7bf-4cdd-8ec8-9d599d619bee,A Google user,,It is nice and very well simple to use,5,4,5/24/2017 5:55,,,16.0.2,en,us
6e9bd0f5-06cc-4ee6-b127-18493c6746d7,A Google user,,Good done,5,2,5/19/2017 10:13,,,16.0.2,en,us
8032fdb9-d2cb-4547-95a5-7f6f5b7a9968,A Google user,,So far so Good,5,2,5/15/2017 3:40,,,16.0.2,en,us
8b613100-cb0e-446e-89c0-66ef21811dc5,A Google user,,Super and easy,5,3,4/20/2017 21:32,,,10.5.3,en,us
